LOCAL_DATE,MEAN_TEMPERATURE_CALGARY,MEAN_TEMPERATURE_VANCOUVER,MEAN_TEMPERATURE_WINNIPEG,MEAN_TEMPERATURE_TORONTO,TOTAL_PRECIPITATION_CALGARY,TOTAL_PRECIPITATION_VANCOUVER,TOTAL_PRECIPITATION_WINNIPEG,TOTAL_PRECIPITATION_TORONTO
7/27/2013,15.4,18.2,16,,0,0,0,
7/28/2013,12.8,17,17.7,18.2,1,0,0,0
7/29/2013,,17.9,18,17.4,,0,2,0.2
7/30/2013,11.5,18.8,19,19.1,0,0,2.6,0
7/31/2013,16.1,19.2,17.5,19.7,0,0,0,13.4
8/1/2013,16.4,17.9,19.6,20.9,0,0.6,0.6,27.4
8/2/2013,16.9,16.5,17.4,20.4,5,5.6,0,2.8
8/3/2013,15.1,18.7,17.1,19.9,0,0.8,0,0
8/4/2013,15.1,18.7,16.4,17.6,0,0,5,0
8/5/2013,16.3,18.8,19.6,17.4,8.6,0,0.2,0
8/6/2013,15.1,18.7,16.9,20.2,3.4,0,0.2,0
8/7/2013,16.2,19.6,14.9,23.2,6.2,0,0.2,3.2
8/8/2013,13.2,19.2,15.8,22.8,1.4,0,0,0
8/9/2013,16.3,18.9,15,22.2,0,0,0.6,0
8/10/2013,18.1,20,18.1,18.6,0.4,0,3,0
8/11/2013,18.6,18.1,18.6,18,0,2,0,0
8/12/2013,18.5,18.8,17.5,18.8,0,0,0,0.2
8/13/2013,18.2,18.6,17,16.2,0,0,0,0
8/14/2013,20.4,19.5,17.9,16.9,0,0.6,0,0
8/15/2013,21.2,19.5,20.2,17.5,0,1,0,0
8/16/2013,21.1,19.7,23.4,18.9,0,0,0,0
8/17/2013,19.6,,22.6,19.9,0.6,,0,0
8/18/2013,19.8,,21.5,20.6,0,,29.8,0
8/19/2013,18.2,18.1,25.5,21.9,0,0,0.2,0
8/20/2013,16.1,17.2,24.3,23.4,0,0,0,0
8/21/2013,14.1,17.2,20.5,25.3,0,0,,0
8/22/2013,17.1,18,19.1,23.8,0,0,0,0
8/23/2013,17.7,18.6,20.9,20.1,0,1.6,0,0
8/24/2013,19.5,18.3,26,18.8,0,1.4,0.8,0
8/25/2013,18.6,17.7,27.4,21.2,0,0,0,2
8/26/2013,18.7,18.9,25.1,22.8,0.4,0,0,17.4
8/27/2013,17.6,19.1,26.8,23.3,0,6.8,0,14.2
8/28/2013,17.7,19.1,27.3,24.7,0,5.4,0,0
8/29/2013,,19.3,23.7,24.3,,19.2,0.4,0
8/30/2013,18.1,18.5,24.2,24.7,0.4,12,0,2
8/31/2013,14.4,15.8,21.7,23.1,0,0,1.4,0
9/1/2013,17.1,18.3,15.2,22.2,0,0,0.2,0.8
9/2/2013,18.9,19,16.8,20.7,0,1,0.2,0
9/3/2013,17.5,18,19.2,17.4,0,10,0,0
9/4/2013,20.7,16.6,14.9,19.5,0,0,0,0
9/5/2013,20.5,15.7,20.1,13,0,3.4,0,0
9/6/2013,16.9,17.7,26.2,14.9,15,0.4,0,0
9/7/2013,13.2,18.6,20.5,18,20,0,0,18
9/8/2013,16.8,16.7,17.9,15.4,1,0,0,0
9/9/2013,18.2,16.9,,15.2,0,0,0.4,0.2
9/10/2013,15.9,17.5,21.5,25.8,0,0,0.8,0
9/11/2013,16.2,18.8,18.4,26.6,0,0,,3.2
9/12/2013,19.1,19.2,16.8,19.3,0,0,0,3.2
9/13/2013,19.3,17.4,18.7,,0,0,0,
9/14/2013,17.7,16,15.8,11.3,0,0,1.6,0
9/15/2013,17.9,16,11,14.5,0,7.6,0,1.8
9/16/2013,18.9,15.9,13.2,10.2,0,24.8,0,0
9/17/2013,15.3,15.4,16,10.4,3.8,0,0,0
9/18/2013,8.5,15.3,18.7,13.6,16.2,0,0.2,0
9/19/2013,11.1,16.2,14.3,15.9,0,0,0.2,0
9/20/2013,13.4,16,10.1,20,0,6.6,0,11.4
9/21/2013,14.8,15.7,10.3,14.7,0,5.8,0,26
9/22/2013,12,,13.6,10.5,0,,0,0
9/23/2013,11.5,13.9,21.3,11.6,0,2.6,0,0
9/24/2013,9.2,12.3,18.8,12.3,0,0.2,0,0
9/25/2013,6.5,11.5,17.6,14.8,0,0.4,0,0
9/26/2013,5.6,11.4,17.4,15.4,0,0,3.5,0
9/27/2013,6.9,11.4,12.1,15.1,0,11,0.2,0
9/28/2013,7.9,12.6,10.3,15,0,35.4,23.6,0
9/29/2013,9.8,11.3,13.4,16.9,0,19.2,0.2,0.8
9/30/2013,8.3,11.9,17.5,16.9,0,2.2,2.6,3.6
10/1/2013,7,11,12.7,17.8,0,10.2,0.4,0
10/2/2013,3.9,9,11.6,18.4,0,11.4,0,0
10/3/2013,3.4,8,10,14.6,0.3,0,0,1.2
10/4/2013,5.2,9.4,5.7,15.9,0,0,0,
10/5/2013,9.5,13.7,6.1,15.1,0,0,0,2.2
10/6/2013,10.5,14.6,10.5,16.5,0,0,0,1.6
10/7/2013,11.8,13.2,10.7,13.1,0,3.8,0,8.8
10/8/2013,5.8,,15.1,11.7,0,,0,0
10/9/2013,6.1,9.5,13.9,12.2,0,0,0,0
10/10/2013,7.5,10.1,13.7,13.5,13.8,0,0,0
10/11/2013,3.7,7.5,17.2,13.3,0,0,7.7,0
10/12/2013,4.3,9.1,9.9,13.4,0,0,1.6,0
10/13/2013,4.9,8.1,7.1,,0,0,0,
10/14/2013,3.9,8.1,4.7,12.4,0,0,0,0
10/15/2013,7.2,8.9,4.6,11.6,0,0,0,0.2
10/16/2013,,8.8,7.8,15.8,,0,0,13.6
10/17/2013,4.3,7.9,7.3,12.9,0,0,0,8.4
10/18/2013,7.5,,4.8,11.5,0,,0.2,0.2
10/19/2013,8.5,8.7,4.2,,0,0,0.6,
10/20/2013,6.7,9.3,0.7,8.1,0,0,0.2,0
10/21/2013,,8.6,1.2,11.6,,0,0.2,8
10/22/2013,8.3,8.2,0.9,5.7,0,0,0.2,0
10/23/2013,,7.9,-0.6,5,,0,0,0
10/24/2013,10.6,6.8,2.7,4.5,0,0,0.2,0
10/25/2013,7.5,8.3,5.1,6,0,0,0,0.8
10/26/2013,10.2,10.3,3.4,4.6,0,0,0,9.8
10/27/2013,0.9,11,-0.6,5.3,9.2,1.2,0,0.4
10/28/2013,-8.6,8.2,-3.6,2.9,0,0,0,0
10/29/2013,-3.8,6.9,,2.2,0,0,,0.4
10/30/2013,3,7.3,,7.3,0,3.2,,0
10/31/2013,6,9.6,3.2,11,0,7.6,0,
11/1/2013,6.5,10.9,2.3,11.5,0,0.8,0,2
11/2/2013,1.1,8,3.9,4.2,6.2,46.6,0,2
11/3/2013,-4.3,5.3,5.5,0.7,0.4,0,0,0
11/4/2013,-6.5,3.4,3.8,0.4,1.1,0,0,0
11/5/2013,-5.7,5.7,-2,7.3,0,1.6,0,0
11/6/2013,-0.1,6.6,-1.9,11.8,0,0,0,4.8
11/7/2013,-2.9,8.4,-2.3,5,0,15.6,0,0
11/8/2013,0.1,9,-1.1,3,1,2.4,1.4,0
11/9/2013,-2.1,7.9,0.4,5.3,0,2.2,1.3,0.4
11/10/2013,-8.8,6.5,-6.3,4.1,1.6,0,0,1.2
11/11/2013,-6.1,9,-11,1.4,0,0,0,0.6
11/12/2013,2.6,11.2,-4.4,-2.6,0,3,0,0
11/13/2013,5.6,10.6,4.1,-1.8,0,0,0,0
11/14/2013,2,8.9,1.2,5.2,0,0.6,0.2,0
11/15/2013,0.4,7.3,3.8,8.5,0,13.8,0.2,0
11/16/2013,-7.8,4.5,0.3,7.8,1,0.2,0.7,0
11/17/2013,-15.7,6.4,-3.4,12,0,0,6.5,12.4
11/18/2013,-12.6,7.2,-7.1,6.3,0,10.8,0.2,0.6
11/19/2013,-16.5,3.6,-2.9,-0.3,1,2.6,0,0
11/20/2013,-15.9,0.4,-4.8,-1,0,0,2,0
11/21/2013,-6.6,0.2,-13,3.9,0,0,0.2,2.2
11/22/2013,-12.1,1.4,-15.2,3.6,0,0,0.8,4.8
11/23/2013,-0.2,2.2,-17.4,-5.7,0,0,0,1
11/24/2013,3.2,3.5,-6.2,-9,0,0,0,0
11/25/2013,-2.6,5.1,-4.2,-2.9,0,0,0,0
11/26/2013,2.3,3.9,-11.7,0.3,0,0,0.2,2.6
11/27/2013,-1.9,6,-11.4,-3.5,0,0,5.7,1.4
11/28/2013,0.8,5.8,-13.6,-6.6,0,0.4,0.2,0.2
11/29/2013,3.5,8.2,-11.2,-6.3,0,4.8,0,0
11/30/2013,0.7,7.3,-5.9,-0.8,0,17.8,0,0
12/1/2013,0,8.5,-5.2,2.3,0,15,0,1
12/2/2013,-9.2,3.1,-6.4,0.8,13.6,0.6,0.2,0
12/3/2013,-15.5,0.1,-9.6,-0.2,0.8,0,1,0
12/4/2013,-19,-1.3,-10.8,2.6,0,0,9.1,3
12/5/2013,-23,-2.8,-15.1,8.7,0.2,0,1.6,0
12/6/2013,-27,-4,-19.8,-0.4,0,0,0.2,0
12/7/2013,-21.2,-5.9,-24,-4.7,0,0,0.2,0
12/8/2013,-14,-4.4,-22.7,-4.9,2.2,0,0,0
12/9/2013,-7.8,-2.2,-23.4,-1.6,2.8,0.4,0.2,1.8
12/10/2013,-12.4,0.1,-21.9,-7,2.2,1.8,0.2,0
12/11/2013,-7.5,1.8,-23.9,-7.7,0,0,,0
12/12/2013,-6.8,1.9,-21.2,-9.6,0,3.4,0,0
12/13/2013,-12.7,4.9,-24.1,-8.9,0,5.2,0,0.2
12/14/2013,-4.1,6.7,-23.6,-12.9,0,0.4,0.9,7.2
12/15/2013,3.6,5.7,-24.1,-9.2,2.4,0.2,0,2.2
12/16/2013,-4.6,4.2,-9.7,-12.9,2.6,0,1.4,0.2
12/17/2013,-0.1,3.2,-10.9,-9.8,0,0.6,1,2.4
12/18/2013,-6.9,2.7,-16.9,-3.3,5.4,0,0.2,0
12/19/2013,-15,-0.7,-21.5,-0.4,0,0,0,1.2
12/20/2013,-12,0.5,-18.5,0.1,0,11.2,0,9.6
12/21/2013,-14.9,1.8,-24.1,-0.5,0.5,1.4,0,16.6
12/22/2013,-15.8,3.1,-25.4,-0.4,0.6,9.8,0,14
12/23/2013,-6.3,6.1,-25.4,-3.8,0,10,0,0
12/24/2013,,4.6,-16.9,-11.9,,0,1.1,0.4
12/25/2013,-1.8,2,-14.2,-10.4,0,0,1.1,2.4
12/26/2013,6.3,6.1,-14.5,-3.8,0,6.6,0,3
12/27/2013,7,,-7.3,-2.2,0,,1.5,0
12/28/2013,-15.8,4.1,-20.5,2.5,0.7,0,8.4,0
12/29/2013,-7,3.6,-27.3,-1.6,0,1.2,0,0
12/30/2013,-11.3,5.9,-28.3,-9.7,0,0,0,0
12/31/2013,-10.6,6.2,-29.6,-9.1,3,2.2,0,0.6
1/1/2014,-5.2,4.8,-27.1,-12.7,0.8,0.8,0,0
1/2/2014,-0.8,6.4,-25.5,-17.6,0,13.8,0,0.8
1/3/2014,-4,3.7,-15.9,-16.5,5.8,0,14.7,0
1/4/2014,-16.5,1,-20.5,-4.8,0.2,0,0.2,0.4
1/5/2014,-20,0.7,-29.4,-1.4,0,0,0,14.4
1/6/2014,-5.7,0.3,-27.9,-8.8,0,0,0,5.2
1/7/2014,-6.5,4.1,-24.2,-20.8,0,12.2,0,0
1/8/2014,-2.8,6.9,-24.1,-13.3,0,19.8,0,0
1/9/2014,-1.1,5.4,-13.1,-11.1,0,17,0,0.2
1/10/2014,-2.8,5.5,-6.5,-2.7,0,18.8,0,3
1/11/2014,-1.1,7.2,-7.1,4.2,0,38.2,0.2,7.8
1/12/2014,-2.9,5.1,-2.6,1.4,1.2,8.8,0,0
1/13/2014,0.1,7.7,-10.4,4,2.6,0,0,1
1/14/2014,0.2,7.7,-15.7,1.8,0,0,1.5,0
1/15/2014,4.4,5.9,-9.7,-2.6,0,0,2.5,0
1/16/2014,2.9,3.5,-13.1,-3.2,0,0,0.7,1.6
1/17/2014,4.7,4.6,-18,-0.8,0,0,4.3,2.4
1/18/2014,4.3,3.5,-7.7,-5.6,0,0,0.2,0.6
1/19/2014,2.3,3.7,-10.8,-5.8,0,0,0.7,0.6
1/20/2014,-1.7,3.2,-23.4,-10,0,0,0.2,0.8
1/21/2014,-1.4,2.9,-21.2,-19.1,0,0,1.2,0
1/22/2014,-4.6,4.6,-22.6,-18.3,1.2,0,0.2,0
1/23/2014,1.7,2.7,-17.9,-16.8,0,0,2.4,0.2
1/24/2014,6.7,3.4,-9,-14.2,0,0,3.4,0.6
1/25/2014,5.9,4.7,-19.5,-10.2,0,0,0,3.6
1/26/2014,-4.5,2.7,-22.5,-11.5,0,0,1.4,1
1/27/2014,-11.2,2.9,-26.6,-11.1,0,0,0,2
1/28/2014,-3.1,6.1,-21.6,-16.4,0,1.2,0,0
1/29/2014,-5.2,6.3,-15.9,-14.3,3.2,6,0,0
1/30/2014,-14.7,4.6,-21.5,-7.6,0,5.6,0,0.4
1/31/2014,-13.2,2.9,-20.1,-2.1,0.2,0,0,0
2/1/2014,-12.5,1,-20,-1.6,0,0,0,12.4
2/2/2014,-12,2.3,-17.4,-4.1,0,0,0,0
2/3/2014,-16.5,0.3,-15.7,-9.2,1.7,0,0,0
2/4/2014,-21.7,-2,-18.5,-10.2,0.2,0,0,1
2/5/2014,-24.2,-3.5,-21.2,-10.6,0,0,0,11.2
2/6/2014,-17.6,-4.4,-17.7,-12.4,0,0,,0
2/7/2014,-17.2,-1.9,-17.1,-13.3,0,0,0,0
2/8/2014,-19.8,-3.5,-19.3,-14.1,1.2,0,0,0.4
2/9/2014,-22.1,-1.3,-23.4,-12.2,0,0,0,2.4
2/10/2014,-20.5,4,-22,-10.1,0,8.4,0,0
2/11/2014,-19.3,3.5,-17.9,-13.6,0,12,1.8,0
2/12/2014,-12.4,6.8,-19.8,-14.3,0,19.4,0,0
2/13/2014,-3.1,7.6,-19.6,-8.8,0,1.4,4.1,0
2/14/2014,-1.5,8.1,-20.2,-3.8,0,10.6,0,0.2
2/15/2014,-1.1,6.4,-15.6,-9,0,12,0,0
2/16/2014,-1.6,5.2,-15.5,-11.7,0,12.6,1.2,0.4
2/17/2014,0.2,6.2,-5.1,-10.3,0,0.2,4.5,1.2
2/18/2014,-1.1,6.2,-4.1,-3,0,17.6,0,4.2
2/19/2014,-2.7,5.6,-8.1,-0.4,0,3.8,0.3,0.2
2/20/2014,-2.4,5.6,-12.2,-0.4,0,4.4,2.6,15
2/21/2014,-8.1,3.4,-17,1.8,0,0,0.4,5.6
2/22/2014,-15.3,1,-15,-0.1,0.6,8.6,0.7,0
2/23/2014,-20.9,0.5,-16.5,-3.8,0.5,9.2,0,0
2/24/2014,-18.8,0.3,-21,-8.3,0,21.6,0,0
2/25/2014,-14.2,1.1,-21.9,-9.4,0,0,0,0
2/26/2014,-5.3,2.7,-20.8,-12.9,0,0,0,0
2/27/2014,-8,4.8,-24.7,-13.3,0,0,0,0.2
2/28/2014,-21,5.1,-22.3,-14,0,0,2,0
3/1/2014,-27.9,1.8,-28.4,-7,0,0.4,0,3.8
3/2/2014,-26.1,1.3,-23,-13.8,0,10.2,0,1.6
3/3/2014,-21.4,6,-21.6,-15.9,0,3.4,0,0
3/4/2014,-17.9,3.7,-19.2,-13.3,0.2,8.8,0,1
3/5/2014,-17.7,7.6,-12.6,-10.3,0.2,17,2,0
3/6/2014,-16.1,9.1,-6.5,-8,0.4,18.2,10.7,2.4
3/7/2014,-9.3,9.1,-13,-5.7,0,0,0,0
3/8/2014,4,8.4,-12.1,-3,0,23.6,0.2,0
3/9/2014,4.9,9.2,-2.4,-5.3,0,1.8,0,0
3/10/2014,1.8,7.2,-0.2,3.4,0,0,0,0
3/11/2014,1.7,6.2,-10.3,5.9,0,0,0,0
3/12/2014,9.7,5.5,-11.9,-6.4,0,0,0,8.4
3/13/2014,2.6,7.5,-0.9,-12.1,0,1.8,0,0
3/14/2014,2.6,9,-7.8,1.4,0.2,10,0,0
3/15/2014,2.9,8.1,-19,-2,0.4,11.6,0,0
3/16/2014,5.8,7.5,-11.5,-11.5,0,2.2,7.8,0
3/17/2014,3.2,6.7,-4,-10,0,0,0,0
3/18/2014,-0.1,5.3,-4.1,-3.3,1.6,0.8,0.2,0
3/19/2014,3.2,7.3,-1.4,2.6,0,11.8,0,2.8
3/20/2014,-4.2,6,-2.7,0.1,2.9,0,0,0
3/21/2014,-12.5,4.7,-9.6,-0.2,0.4,0,0,0
3/22/2014,-12.7,3.6,-15.6,-2,0.8,1.8,0.2,1.2
3/23/2014,-11.2,4.3,-16,-7.6,1,0,0,0
3/24/2014,-9.9,7.4,-11.5,-7.5,0,0,0,0
3/25/2014,-7.6,10.2,-12.2,-4.7,0,6.4,0,0
3/26/2014,-9.3,8.8,-7.5,-8.3,2.4,6.4,0,0
3/27/2014,-8.7,9,-9.1,-3.2,1.2,4.4,0,1.6
3/28/2014,-7.8,8.7,-9.7,5.8,0.4,11.8,0,4.2
3/29/2014,-8.7,9.5,-2.4,1.6,0.2,4.4,0,0
3/30/2014,-9,8.6,-4.2,2.5,4.4,3.2,0,0
3/31/2014,-12.1,6.3,-10.3,5.2,0.8,0,0,0
4/1/2014,-6.1,7.3,-9.6,4.5,0,0,0,0
4/2/2014,-1.4,8.2,-7.4,2.9,0.6,0,0,0
4/3/2014,-3,8.5,-2.7,0.8,0,10.2,4.6,0
4/4/2014,4.1,10.3,-0.5,4.1,0,2.2,0.2,9.2
4/5/2014,4.4,7.7,2.1,0.8,0,5.6,0,0
4/6/2014,5,9.3,1.9,3.6,0,0.2,0.2,0
4/7/2014,7.8,12.1,0.2,4.7,0,2.2,0,13.4
4/8/2014,11.4,12.2,2,6.7,0,3,0.2,4
4/9/2014,6,9.4,6.9,5.5,0.6,0,0,0
4/10/2014,6.4,8.3,5.3,11.4,0,0,0,0
4/11/2014,6.7,11.5,-0.6,8.3,1.5,0,0,0
4/12/2014,-2.6,9.5,-1.7,9.2,0,0,5.9,5.4
4/13/2014,-1.4,9.1,-4.7,14,0,0,0,6
4/14/2014,5.7,10.6,-9.4,11.6,0,0,0,4
4/15/2014,4.6,11.3,-7.2,-2,1.4,1.4,0.2,7.8
4/16/2014,-2,9.3,-3.8,-1.5,3.5,14.8,0,0
4/17/2014,1.4,9.7,-4.1,3.8,0,19.6,0,0
4/18/2014,-0.6,10.7,1.1,6.1,4.8,0,1,0.4
4/19/2014,4.7,9.6,7.2,5.5,0,3,1.7,0
4/20/2014,9.6,9.7,6.3,7.5,0,0,0.5,0
4/21/2014,8.8,10.8,4.9,12.6,0,1,0.2,0
4/22/2014,8.9,11,7.3,9.4,5.6,1.6,0,2.8
4/23/2014,7.3,10,8.3,5.2,1.2,1.8,4.5,0
4/24/2014,4.4,10.4,2.7,6,0,9.2,12.5,0
4/25/2014,3.7,8.4,4.7,6.8,0.4,0,2.7,5
4/26/2014,1.5,9.2,5.8,6.9,3.5,1.2,0.2,0
4/27/2014,5.5,9.7,6.3,7.2,0,3,0,0
4/28/2014,7,9.2,5.2,7.8,0,2,9.6,0
4/29/2014,8.1,13.2,6.6,7.3,0,0,0,27.6
4/30/2014,10.9,13.1,5.3,6.4,0,0,1.6,6
5/1/2014,14.8,15.5,9,10.7,0,0,0.2,2.6
5/2/2014,5.4,15.5,7.3,9.7,19.5,2,2.1,0.6
5/3/2014,-1.2,11.6,4.4,10,10.8,1.6,0.9,4.8
5/4/2014,0.8,10.3,4.1,9.4,6,18.2,0.3,0
5/5/2014,1.5,11.6,7.4,8.8,0.2,6.2,0,0
5/6/2014,0.2,11.5,8.7,10.3,0,0,0,0
5/7/2014,1.9,12.4,10.7,8.7,0,0,3.4,0
5/8/2014,7.5,12.8,7.7,14.3,0,17.6,1.3,0
5/9/2014,5.4,12.6,10.6,15.5,4,1.8,0,1.2
5/10/2014,4.8,12,14.8,13.9,0.8,0.2,0,0
5/11/2014,4.3,13.4,14.7,15.1,0,0,0,0
5/12/2014,7.5,15.4,7,17.1,0,0,6.1,0.4
5/13/2014,10.5,16.8,5.6,16.5,0,0,0.6,5.4
5/14/2014,11.3,16,2.9,14.8,0,0,0.5,12
5/15/2014,10.2,17.4,6.9,15,1,0,0,12.6
5/16/2014,8.5,16.2,9.7,8.6,0,0,0,3.8
5/17/2014,10.3,15.6,12.2,8,0.8,0,0,0
5/18/2014,10.6,14.4,11.3,9.6,,0,0,1.4
5/19/2014,12.1,15,11.4,14.7,0.2,0,10.4,0
5/20/2014,12.7,16.3,10.6,14.1,0.2,0,1.7,1.2
5/21/2014,15.1,14.9,9.9,15.7,0,0,0,0
5/22/2014,16.3,16.2,13.5,15.6,0,0.2,0,0
5/23/2014,19.1,16.1,21.2,13.7,0,15,0,0
5/24/2014,14.1,15,24.5,17.5,0.8,0,4.4,0
5/25/2014,12.6,13.1,16.9,19.1,0.6,2,8,0
5/26/2014,13.4,14.9,14.3,23.4,0.8,3.8,0.2,0
5/27/2014,11.4,13.3,20.3,23.3,0,0,0.2,10.2
5/28/2014,8.5,13.4,21.4,14.5,4.4,2.8,0,0
5/29/2014,11,,23.6,15.6,10.4,,0,0
5/30/2014,13.3,13.2,23.5,18.1,0,0,0,0
5/31/2014,13.7,13.6,22.1,16.5,1.8,0,0,0
6/1/2014,12.1,14.6,21.1,16.9,3.6,0,0.2,0
6/2/2014,12.6,14.8,15.4,21.5,3.2,0,4,3.4
6/3/2014,13.8,15.8,19.1,20.4,0.2,0,0,5.8
6/4/2014,14,14.4,20.2,17.3,0.4,0,4.4,0
6/5/2014,8.1,14.9,21.4,14.5,0,0,0,0
6/6/2014,9.7,14.2,,17.3,0,0,,0
6/7/2014,11.5,17.1,14.1,18.1,0,0,0,0
6/8/2014,12.7,18.1,16.2,16.7,0,0,0.6,3.6
6/9/2014,12.5,16,15.2,19.7,0.8,0,2.8,0
6/10/2014,10.6,15.3,20.8,19.3,1.8,2.6,0,0
6/11/2014,11.7,14.8,15.6,20.2,0,0,0,24.2
6/12/2014,13.3,16.9,15,21.7,0.4,0,0,0
6/13/2014,10.7,16.2,16.9,17.9,7.8,0.6,0.7,0
6/14/2014,12.1,12.9,14.3,15.3,0,3.8,26,0
6/15/2014,11.3,14.4,13.1,15.4,0.2,0.2,44.9,0
6/16/2014,11.4,13.5,16.3,18.5,,11.2,0.7,1
6/17/2014,11.2,16.3,15.4,24,4,0,0,22.8
6/18/2014,11.3,15.4,19.2,21.4,16.4,0,0,0.2
6/19/2014,13.8,15.9,16.8,19.4,29.2,5,24,0
6/20/2014,16,13.2,17.2,16.6,1.8,0,1.2,0
6/21/2014,14.2,14.1,21.7,19.1,3.4,0,5.9,0
6/22/2014,15.2,15.7,19.9,19.6,0,0,0.9,0
6/23/2014,15.1,17.8,19.4,20,0,1.2,1.2,1.2
6/24/2014,17.2,17.2,15.6,23,0.2,0,0,12.8
6/25/2014,14.8,17.2,17.2,20.8,1.9,0,0.3,21.6
6/26/2014,14.7,18.3,18.4,22.3,0,0,0.3,0
6/27/2014,15.4,16.3,23.6,21.9,2.2,5.4,10.3,0
6/28/2014,16.1,16.2,22.5,23.7,0.4,6.8,15.7,0
6/29/2014,13.2,16.8,19.4,25.3,3.6,0,22.5,0.4
6/30/2014,16.1,17.1,17.5,26.2,1.4,0,3.7,0
7/1/2014,16.6,21.1,14.3,25.7,0,0,2.3,6.6
7/2/2014,18.5,21.2,16.8,23.8,0,0,0.2,0.6
7/3/2014,21.5,17.6,19.6,17.8,0,0,0.2,0.4
7/4/2014,19.8,15.8,19.8,18.1,0,0.6,0.9,0
7/5/2014,19.5,17.2,26.2,19.9,0,0.6,0.4,0
7/6/2014,18.9,19.4,23.8,21.9,6.6,1.6,0,0
7/7/2014,17.6,18.7,20.5,24.6,2.4,0,0.9,11
7/8/2014,19.3,19.1,18,20.4,0,0,0,5.2
7/9/2014,21.6,19.3,18.1,18.5,0,0,0,0
7/10/2014,16.7,18.5,21.2,16.7,0,0,0,0
7/11/2014,15.7,19.5,23.1,18.7,0,0,0,0
7/12/2014,19.5,20.7,20.1,21.9,0,0,2.6,0
7/13/2014,20.4,21.3,12.9,24,0,0,4.7,7
7/14/2014,19.5,21.9,14.5,19.8,0,0,0.8,0
7/15/2014,19.9,19.1,16.7,19.5,0,0,0.2,4.2
7/16/2014,22.7,19.7,19.2,17.3,0,0,0.9,0.2
7/17/2014,19.2,20,21.7,17.7,1.5,0,0,0
7/18/2014,15.6,19.2,22.8,18.3,0,0,9.4,0
7/19/2014,19,19.7,21.4,18.8,,0,0.5,7.4
7/20/2014,15.8,17.3,25.7,20.2,8.8,0,0.3,2.4
7/21/2014,15.8,17.7,23.1,21.7,2,0,5.1,0
7/22/2014,16.9,18.6,20.7,23.9,0,0,0.5,0.8
7/23/2014,18.6,16.6,18.4,19.9,3.4,6.6,0.2,0
7/24/2014,16.6,16.8,19,18.7,0.4,7,0.5,0
7/25/2014,15.5,16.4,22.8,19.2,0,0,0.2,0
7/26/2014,16.6,18.5,19.1,21.6,0,,1.8,0
7/27/2014,18,18.6,18.6,23.6,0,0,0.7,15.8
7/28/2014,18.8,19.3,19.3,17.3,0,0,1.2,18.6
7/29/2014,21.9,20.2,21.1,17.2,0,,0.9,1.2
7/30/2014,22.9,19,22.7,19,0.4,0,,4.6
7/31/2014,19.7,19.7,22.5,19.3,0,0,,0
8/1/2014,19.8,20.2,23.3,22.1,0,0,,1.2
8/2/2014,20.9,20.8,21.2,20.8,0,0,,0
8/3/2014,19.1,20.1,19.9,22.6,7.8,0,,0
8/4/2014,16.4,20.8,22.1,22.9,,,,3.2
8/5/2014,17.7,20.1,24,20.9,0,0,,0.4
8/6/2014,19.7,18.7,23.2,20.6,0,0,,0
8/7/2014,20,18.7,23.8,20.1,6.2,0,,0
8/8/2014,15.7,18.3,24.5,19.6,11.6,0,,0
8/9/2014,14.5,17.7,23.9,20.4,0,0,,0
8/10/2014,17.7,19.5,20.5,20.6,0,0,,0
8/11/2014,19.9,21.9,19.6,22.8,0,0,,14.4
8/12/2014,20.6,20.8,21.8,21.8,0,0.2,,9
8/13/2014,22.5,18,19.5,17.8,0.2,7.2,,0
8/14/2014,19.5,18.3,21.7,15,1.6,2.2,,0
8/15/2014,18.9,20.3,26,17.6,0,7,,0
8/16/2014,17.6,19.5,20.4,16.5,0,0,,0.4
8/17/2014,19.7,20.1,18.9,18.9,0,0,,0
8/18/2014,20.2,18.9,20.6,16.2,0,0,,0
8/19/2014,17.3,20.5,21.5,17.5,0,0,,0.2
8/20/2014,12.4,18.2,23.1,21.2,13.1,0,,6.8
8/21/2014,10.8,17.9,22.4,22.5,0.2,0,,0
8/22/2014,10.5,17.3,17.2,21.1,2.3,0,,0
8/23/2014,10.6,18,16.5,20.5,0,0,,0
8/24/2014,12,18.4,21.2,21.5,0,0,,0
8/25/2014,13.9,18.8,13.4,21.9,0,0,,0
8/26/2014,17.2,20.4,13.5,25.6,0,0,,0
8/27/2014,19.9,21.1,16.5,18.8,0,,0,0
8/28/2014,11.7,19.4,21.4,17.4,6.8,0,0,0
8/29/2014,13.3,17.8,16.3,17.2,0,0,8.4,0
8/30/2014,14.1,16.2,15.3,24.1,0.8,0,0,3.2
8/31/2014,13.2,17.8,15.9,24.5,0,0,17.4,0
9/1/2014,13.1,17,18.1,23.5,0,0,0,2.8
9/2/2014,11.7,15.8,17.3,20.4,0,13.2,1.4,14
9/3/2014,9.3,15,17.4,21.1,2.2,0,0,0
9/4/2014,10.7,14.9,14.6,23.3,0,0,13.6,0
9/5/2014,14,16.1,15,25.6,0,0,2.4,24.4
9/6/2014,15.9,17.9,16.9,17.6,0,0,0,5
9/7/2014,18,16.5,17.2,17,0,0,0,0
9/8/2014,5,17.6,15.5,17.3,26.5,0,0.3,0
9/9/2014,0.8,16.3,9.2,19.8,2.5,0,0,0
